"url","Col 1"
"http://www.crossfit.com/workout/?page=1","Complete as many rounds as possible in 10 minutes of:
 10 handstand push-ups
 95-lb. front rack walking lunges, 15 steps; Post rounds completed to comments."
"http://www.crossfit.com/workout/?page=1","Clean and jerk 3-3-3-3-3 reps; Post loads to comments.; Compare to 160220."
"http://www.crossfit.com/workout/?page=1","Rest Day; ""Sugar now an investment risk, says AMP,"" The Australian.; Post thoughts to comments."
"http://www.crossfit.com/workout/?page=1","Amanda; 9-7-5 reps for time of:
 Muscle-ups
 135-lb. squat snatches; Post time to comments.; Compare to 140418."
"http://www.crossfit.com/workout/?page=1","5 rounds for time of:
 Run 400 meters
 185-lb. deadlifts, 21 reps; Post time to comments.; Compare to 131126."
"http://www.crossfit.com/workout/?page=1","For time:
 20-lb. medicine-ball cleans, 50 reps
 155-lb. push jerks, 25 reps
 20-lb. medicine-ball cleans, 50 reps; Post time to comments."
"http://www.crossfit.com/workout/?page=1","Rest Day; ""Leaked email reveals dietitian’s murky relationship with Monsanto,"" Food.mic.; Post thoughts to comments."
"http://www.crossfit.com/workout/?page=1","3 rounds for time:
 One minute of 135-lb. back squats
 Rest one minute
 One minute of chest-to-bar pull-ups
 Rest one minute
 One minute of 135-lb. power cleans
 Rest one minute; Post total reps completed to comments."
"http://www.crossfit.com/workout/?page=1","Run 5 km; Post time to comments.; Compare to 160606."
"http://www.crossfit.com/workout/?page=1","Workout 17.5; 10 rounds for time of:
 9 thrusters
 35 double-unders; Men use 95 lb.
 Women use 65 lb.; Post rounds/reps completed to comments and/or submit your score as part of the 2017 Reebok CrossFit Games Open."
"https://www.crossfit.com/workout/?page=2","Rest Day; ""Muhtar Meets Pablo: Laundering Coke Dollars,"" The Russells.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=2","Weighted pull-ups 3-3-3-3-3 reps
 Row 1,000 meters; Post loads and row time to comments."
"https://www.crossfit.com/workout/?page=2","Liam; For time:
 Run 800 meters with a 45-lb. plate
 100 toes-to-bars
 155-lb. front squats, 50 reps
 15-ft. rope climbs, 10 ascents
 Run 800 meters with a 45-lb. plate; Partition the toes-to-bars, front squats and rope climbs as needed. Start and finish with the run.; Post time to comments."
"https://www.crossfit.com/workout/?page=2","Midline March; 3 rounds for time of:
 25 GHD sit-ups
 50-foot handstand walk
 50-foot overhead walking lunge, 155 lb.; Post time to comments.; Compare to 140727."
"https://www.crossfit.com/workout/?page=2","Rest Day; ""Years of Ethics Charges, but Star Cancer Researcher Gets a Pass,"" The New York Times.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=2","Front squat 3-3-3 reps
 Thruster 3-3-3 reps
 Push jerk 3-3-3 reps; Post loads to comments."
"https://www.crossfit.com/workout/?page=2","Workout 17.4; Complete as many rounds and reps as possible in 13 minutes of:
 55 deadlifts
 55 wall-ball shots
 55-calorie row
 55 handstand push-ups; Men deadlift 225 lb. and throw 20-lb. ball to 10-ft. target
 Women deadlift 155 lb. and throw 14-lb. ball to 9-ft. target; Post rounds/reps completed to comments and/or submit your score as part of the 2017 Reebok CrossFit Games Open.; Compare to 160318."
"https://www.crossfit.com/workout/?page=2","5 rounds for time of:
 10 kettlebell clean and jerks, 1.5 pood each
 3 muscle-ups; Post time to comments.; Compare to 131204."
"https://www.crossfit.com/workout/?page=2","Rest Day; ""We're all getting fat,"" Politico.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=2","Back squat 3-3-3-3-3 reps; Post loads to comments.; Compare to 160622."
"https://www.crossfit.com/workout/?page=2","3 rounds for time of:
 3 legless rope climbs
 6 push jerks, 225 lb.
 12 deadlifts, 225 lb.
 24 GHD sit-ups
 48 wall-ball shots, 20-lb. ball; Post time to comments."
"https://www.crossfit.com/workout/?page=2","For time:
 Row 500 meters
 30 body-weight bench presses
 Row 1,000 meters
 20 body-weight bench presses
 Row 2,000 meters
 10 body-weight bench presses; Post time to comments.; Compare to 130315."
"https://www.crossfit.com/workout/?page=2","Rest Day; ""Obesity's hefty price tag,"" Politico.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=2","Workout 17.3; *Prior to 8:00, complete:
 3 rounds of:
 6 chest-to-bar pull-ups
 6 squat snatches, (95 / 65 lb.)
 Then, 3 rounds of:
 7 chest-to-bar pull-ups
 5 squat snatches (135 / 95 lb.)
 *Prior to 12:00, 3 rounds of:
 8 chest-to-bar pull-ups
 4 squat snatches (185 / 135 lb.)
 *Prior to 16:00, 3 rounds of:
 9 chest-to-bar pull-ups
 3 squat snatches (225 / 155 lb.)
 *Prior to 20:00, 3 rounds of:
 10 chest-to-bar pull-ups
 2 squat snatches (245 / 175 lb.)
 Prior to 24:00, 3 rounds of:
 11 chest-to-bar pull-ups
 1 squat snatch (265 / 185 lb.); *If all reps are completed, time cap extends by 4 minutes.; Post rounds/reps completed to comments and/or submit your score as part of the 2017 Reebok CrossFit Games Open."
"https://www.crossfit.com/workout/?page=2","3 rounds for time of:
 Run 800 meters
 Rest 2 minutes; Post time to comments.; Compare to 140326."
"https://www.crossfit.com/workout/?page=2","Deadlift 5-5-3-3-3-1-1-1-1 reps; Post loads to comments.; Compare to 160508."
"https://www.crossfit.com/workout/?page=2","Rest Day; ""The Brain Can Produce Its Own Sugar: Report,"" U.S. News.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=2","4 rounds for time of:
 15 ring dips
 30 GHD sit-ups
 Run 400 meters; Post time to comments."
"https://www.crossfit.com/workout/?page=2","5 rounds for time of:
 100-foot handstand walk
 30 one-legged squats, alternating; Post time to comments.; Compare to 150228."
"https://www.crossfit.com/workout/?page=2","Rest Day; ""From mother to baby: 'Secondhand sugars' can pass through breast milk,"" ScienceDaily.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=2","Workout 17.2; Complete as many rounds and reps as possible in 12 minutes of:; 2 rounds of:
 50-ft. weighted walking lunge
 16 toes-to-bars
 8 power cleans
 Then, 2 rounds of:
 50-ft. weighted walking lunge
 16 bar muscle-ups
 8 power cleans; Etc., alternating between toes-to-bars and bar muscle-ups every 2 rounds.; Men use 50-lb. dumbbells
 Women use 35-lb. dumbbells; Post rounds/reps completed to comments and/or submit your score as part of the 2017 Reebok CrossFit Games Open."
"https://www.crossfit.com/workout/?page=2","Overhead squat 3-3-3-3-3 reps; Post loads to comments.; Compare to 160829."
"https://www.crossfit.com/workout/?page=2","5 rounds of:
 5 minutes of rowing
 5 minutes of rest; Post distance rowed for each interval to comments.; Compare to 150713."
"https://www.crossfit.com/workout/?page=2","Complete as many rounds as possible in 7 minutes of:
 135-lb. power cleans, 10 reps
 20 push-ups; Post rounds completed to comments."
"https://www.crossfit.com/workout/?page=2","Rest Day; ""Leaked emails reveal largest group of dietitians wants to hide ties to Big Soda,"" Food.mic.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=2","Complete as many rounds as possible in 12 minutes of:
 15-ft. rope climbs, 3 ascents
 135-lb. push presses, 12 reps
 50 double-unders; Post rounds completed to comments."
"https://www.crossfit.com/workout/?page=2","Front squat 5-5-3-3-3-1-1-1-1-1 reps
 Run 1 mile; Post loads and mile time to comments.; Compare to 020828."
"https://www.crossfit.com/workout/?page=2","Workout 17.1; For time:
 10 dumbbell snatches
 15 burpee box jump-overs
 20 dumbbell snatches
 15 burpee box jump-overs
 30 dumbbell snatches
 15 burpee box jump-overs
 40 dumbbell snatches
 15 burpee box jump-overs
 50 dumbbell snatches
 15 burpee box jump-overs; Men use 50-lb. dumbbell and 24-in. box
 Women use 35-lb. dumbbell and 20-in. box; Post time to comments and/or register and submit your score as part of the 2017 Reebok CrossFit Games Open."
"https://www.crossfit.com/workout/?page=2","Rest Day; ""Crash-test dummies are older and fatter -- just like many Americans,"" CNN.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=2","Complete as many rounds as possible in 10 minutes of:
 10 handstand push-ups to 6-in. deficit
 20-calorie row
 30 single-legged squats, alternating; Post rounds completed to comments.; Compare to 161109."
"https://www.crossfit.com/workout/?page=2","Yeti; For time:
 25 pull-ups
 10 muscle-ups
 1.5-mile run
 10 muscle-ups
 25 pull-ups; Post time to comments."
"https://www.crossfit.com/workout/?page=3","For time:
 42 GHD sit-ups
 115-lb. squat clean thrusters, 21 reps
 30 GHD sit-ups
 115-lb. squat clean thrusters, 15 reps
 18 GHD sit-ups
 115-lb. squat clean thrusters, 9 reps; Post time to comments."
"https://www.crossfit.com/workout/?page=3","Rest Day; ""CrossFit founder wants investigation into soda companies,"" Fox News.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=3","Tabata Barbell; Tabata deadlift, 185 lb.
 Tabata hang power clean, 135 lb.
 Tabata front squat, 85 lb.
 Tabata push press, 65 lb.; The Tabata interval is 20 seconds of work followed by 10 seconds of rest for 8 intervals. Rest one minute between exercises.; Post total reps from all 32 intervals to comments."
"https://www.crossfit.com/workout/?page=3","Workout 16.3; Complete as many rounds and reps as possible in 7 minutes of:
 10 power snatches
 3 bar muscle-ups; Men use 75 lb.
 Women use 55 lb.; Post rounds/reps completed to comments.; Compare to 160311."
"https://www.crossfit.com/workout/?page=3","Behind-the-neck jerk 1-1-1-1-1-1 reps
 Push jerk 10-8-6-4-2 reps; Post loads to comments."
"https://www.crossfit.com/workout/?page=3","Rest Day; ""The Eagle Huntress - Soaring Cinematography Featurette,"" YouTube.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=3","Make 3 attempts at each of the following:
 Max set toes-to-bars
 Max set ring dips
 Broad jump for distance
 Then,
 Row 2,000 meters for time; Rest as needed between exercises.; Post reps, distance and time for each to comments."
"https://www.crossfit.com/workout/?page=3","Workout 11.2; Complete as many rounds and reps as possible in 15 minutes of:; 155-lb. deadlifts, 9 reps
 12 push-ups
 15 box jumps, 24-in. box; Post rounds completed to comments.; Compare to 110330."
"https://www.crossfit.com/workout/?page=3","500 double-unders for time.; Start a clock and at the beginning of each minute perform 3 bodyweight front squats.; Post time to comments."
"https://www.crossfit.com/workout/?page=3","Rest Day; ""New twist in Noakes case ,"" Times Live.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=3","Cameron; For time:
 50 walking lunge steps
 25 chest-to-bar pull-ups
 50 box jumps, 24-in. box
 25 triple-unders
 50 back extensions
 25 ring dips
 50 knees-to-elbows
 25 wall-ball ""2-fer-1s"", 20-lb. ball
 50 sit-ups
 15-ft. rope climbs, 5 ascents; Post time to comments.; Compare to 130326."
"https://www.crossfit.com/workout/?page=3","Workout 15.4; Complete as many reps as possible in 8 minutes of:
 3 handstand push-ups
 3 cleans
 6 handstand push-ups
 3 cleans
 9 handstand push-ups
 3 cleans
 12 handstand push-ups
 6 cleans
 15 handstand push-ups
 6 cleans
 18 handstand push-ups
 6 cleans
 21 handstand push-ups
 9 cleans; Etc., adding 3 reps to the handstand push-up each round, and 3 reps to the clean every 3 rounds.; Men clean 185 lb.
 Women clean 125 lb.; Post reps completed to comments.; Compare to 150320."
"https://www.crossfit.com/workout/?page=3","For time:
 Fran
 1-mile run; Fran is 21-15-9 reps for time of 95-lb. thrusters and pull-ups. Complete Fran before running the mile.; Post time to comments."
"https://www.crossfit.com/workout/?page=3","Rest Day; ""Coca-Cola to release their healthiest cola ever in Japan this March,"" Rocket News.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=3","5 rounds for time of:
 Max calorie row in 60 seconds
 50-lb. Turkish get-ups; Complete a total of 40 reps (or calories) in each round. For example, if you row 25 calories, complete 15 Turkish get-ups for that round. If you row 30 calories, complete 10 Turkish get-ups for that round.; Post time to comments."
"https://www.crossfit.com/workout/?page=3","Back squat 5-5-5-5-5 reps; Post loads to comments.; Compare to 160126."
"https://www.crossfit.com/workout/?page=3","Workout 12.2; Proceed through the sequence below, completing as many reps as possible in 10 minutes of:
 75-lb. snatches, 30 reps
 135-lb. snatches, 30 reps
 165-lb. snatches, 30 reps
 210-lb. snatches, as many reps as possible; Post reps completed to comments.; Compare to 120302."
"https://www.crossfit.com/workout/?page=3","Rest Day; ""Affiliates Rush to Purchase Essential Fitness Equipment After Learning Open Will Require Weights,"" The Overheard Press.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=3","Badger; 3 rounds for time of:
 95-lb. squat cleans, 30 reps
 30 pull-ups
 Run 800 meters; Post time to comments.; Compare to 110618."
"https://www.crossfit.com/workout/?page=3","Push press 1-1-1-1-1-1-1 reps.; Post loads to comments.; Compare to 090818."
"https://www.crossfit.com/workout/?page=3","Five 3-minute rounds of:
 185-lb. front squats, 10 reps
 10 box jumps, 36-in. box
 Row for max calories; Rest 3 minutes between rounds.; Post calories rowed each round to comments."
"https://www.crossfit.com/workout/?page=3","Rest Day; ""Americans were making a lot of progress cutting back on sugary drinks. Now that’s stopped."" The Washington Post.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=3","15-12-9 reps for time of:
 Toes-to-bars
 Wall-ball shots, 20-lb. ball
 75-lb. thrusters; Post time to comments."
"https://www.crossfit.com/workout/?page=3","Weston; 5 rounds for time of:
 Row 1,000 meters
 200-m farmers carry, 45-lb. dumbbells
 45-lb. dumbbell waiters walk, 50 meters, right arm
 45-lb. dumbbell waiters walk, 50 meters, left arm; Post time to comments.; Compare to 121121."
"https://www.crossfit.com/workout/?page=3","4 rounds for time of:
 95-lb. power snatches, 20 reps
 50 double-unders; Post time to comments."
"https://www.crossfit.com/workout/?page=3","Rest Day; ""Get the junk food out of SNAP,"" The Hill.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=3","10 rounds, each for time, of:
 100-meter sprint
 Rest 90 seconds; Post times for each round to comments.; Compare to 160322."
"https://www.crossfit.com/workout/?page=3","Make 3 attempts at each of the following:
 Max set L pull-up
 Max distance handstand walk
 Max set pull-up
 Max time handstand hold; Post reps, distance and time to comments."
"https://www.crossfit.com/workout/?page=3","Burpee + 185-lb. back-squat ladder
 Rest 3 minutes
 Burpee + 115-lb. shoulder-press ladder
 Rest 3 minutes
 Burpee + 245-lb. deadlift ladder; For the ladder pattern, perform 1 rep of each exercise the first minute, 2 reps of each the second minute, 3 reps of each the third minute, continuing as long as you are able. Use as many sets each minute as needed.; Post number of minutes completed for each ladder to comments.; Compare to 150804."
"https://www.crossfit.com/workout/?page=3","Rest Day; ""Kids Menus Aren't Getting Healthier, New Study Finds,"" Consumer Reports.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=3","Snatch balance 3-3-3-3-3 reps; Post loads to comments.; Compare to 150905."
"https://www.crossfit.com/workout/?page=4","15-12-9 reps for time of:
 135-lb. thrusters
 Muscle-ups; Post time to comments.; Compare to 080817."
"https://www.crossfit.com/workout/?page=4","Paul Pena; 7 rounds, each for time of:
 100-meter sprint
 19 kettlebell swings, 2 pood
 10 burpee box jumps, 24-inch
 Rest 3 minutes; Post time for each round to comments."
"https://www.crossfit.com/workout/?page=4","Rest Day; ""In the Shopping Cart of a Food Stamp Household: Lots of Soda,"" The New York Times.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=4","Power clean 3-3-3-3-3 reps; Post loads to comments.; Compare to 150624."
"https://www.crossfit.com/workout/?page=4","5 rounds for time of:
 Run 800 meters
 75-lb. overhead squats, 25 reps
 75-lb. sumo deadlift high pulls, 25 reps; Post time to comments."
"https://www.crossfit.com/workout/?page=4","For time:
 50 box jumps, 24-inch box
 50 jumping pull-ups
 50 kettlebell swings, 1 pood
 50 walking-lunge steps
 50 knees-to-elbows
 50 push presses, 45 lb.
 50 back extensions
 50 wall-ball shots, 20-lb. ball
 50 burpees
 50 double-unders; Post time to comments.; Compare to 150215."
"https://www.crossfit.com/workout/?page=4","Rest Day; ""Unintended Consequences, Special Interests, and Our Problem with Sugar,"" Cato Unbound.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=4","Linda; 10-9-8-7-6-5-4-3-2-1 reps for time of:
 1 1/2 body-weight deadlift
 Body-weight bench press
 3/4 body-weight clean; Set up three bars and storm through for time.; Post time to comments.; Compare to 151130."
"https://www.crossfit.com/workout/?page=4","Complete as many rounds as possible in 12 minutes of:
 20 GHD sit-ups
 10 left-arm overhead walking lunges
 10 right-arm overhead walking lunges; Use a 60-lb. dumbbell on the lunges.; Post rounds completed to comments."
"https://www.crossfit.com/workout/?page=4","Complete as many rounds as possible in 20 minutes of:
 10 pull-ups
 15 push-ups
 20 squats; Post rounds completed to comments."
"https://www.crossfit.com/workout/?page=4","Rest Day; ""Is sugar the world’s most popular drug?"" The Guardian.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=4","Overhead squat 3-3-3-3-3 reps; Post loads to comments.; Compare to 160829."
"https://www.crossfit.com/workout/?page=4","Helen; 3 rounds for time of:
 Run 400 meters
 1.5-pood kettlebell swings, 21 reps
 12 pull-ups; Post time to comments.; Compare 161027."
"https://www.crossfit.com/workout/?page=4","7 rounds for time of:
 10 handstand push-ups
 2 rope ascents, 15-ft. rope; Post time to comments."
"https://www.crossfit.com/workout/?page=4","Rest Day; ""How to Become a ‘Superager’,"" The New York Times.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=4","Karen; For time:
 150 wall-ball shots, 20-lb. ball; Post time to comments.; Compare to 140531."
"https://www.crossfit.com/workout/?page=4","CrossFit Total; Back squat, 1 rep
 Shoulder press, 1 rep
 Deadlift, 1 rep; Post total to comments.; Compare to 160111."
"https://www.crossfit.com/workout/?page=4","3 rounds for time of:
 Row 50 calories
 150 double-unders
 50 walking lunges; Post time to comments.; Compare to 141211."
"https://www.crossfit.com/workout/?page=4","Rest Day; ""Aging Well: Keeping Blood Sugar Low May Protect Memory,"" NPR.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=4","For time, fast and heavy:
 21 dumbbell thrusters
 Run 400 meters
 18 dumbbell thrusters
 Run 400 meters
 15 dumbbell thrusters
 Run 400 meters; Post time and load to comments.; Compare to 160210."
"https://www.crossfit.com/workout/?page=4","5 rounds for time of:
 20 L pull-ups
 16 ring dips; Post time to comments.; Compare to 160101."
"https://www.crossfit.com/workout/?page=4","Hang squat snatch 1-1-1-1-1-1-1 reps; Post loads to comments.; Compare to 141230."
"https://www.crossfit.com/workout/?page=4","Rest Day; ""The case against sugar,"" Gary Taubes for Aeon.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=4","Nick; 12 rounds for time of:
 45-lb. dumbbell hang squat cleans, 10 reps
 6 handstand push-ups on dumbbells; Post time to comments.; Compare to 120619."
"https://www.crossfit.com/workout/?page=4","5 rounds for time of:
 Run 800 meters
 30 GHD sit-ups
 30 hip extensions; Post time to comments.; Compare to 150709."
"https://www.crossfit.com/workout/?page=4","For time:
 15 burpees, jumping over the barbell
 225-lb. clean and jerks, 5 reps
 12 burpees, jumping over the barbell
 225-lb. clean and jerks, 4 reps
 9 burpees, jumping over the barbell
 225-lb. clean and jerks, 3 reps; Post time to comments."
"https://www.crossfit.com/workout/?page=4","Rest Day; ""CrossFit Group Rallies Around Family Robbed of Christmas,"" NBC Chicago News."
"https://www.crossfit.com/workout/?page=4","Dumbbell overhead squat 5-5-5-5-5 reps
 Bench press 3-3-3-3-3 reps
 5 attempts at a max set of triple-unders; Post loads and jump-rope reps to comments."
"https://www.crossfit.com/workout/?page=4","Tiff; On a 25-minute clock,
 Run 1.5 miles
 Then perform as many rounds as possible of:
 11 chest-to-bar pull-ups
 7 hang squat cleans, 155 lb.
 7 push presses, 155 lb.; Post rounds completed to comments."
"https://www.crossfit.com/workout/?page=4","Row 5,000 meters; Post time to comments.; Compare to 151017."
"https://www.crossfit.com/workout/?page=4","Rest Day; ""Study Tied to Food Industry Tries to Discredit Sugar Guidelines,"" The New York Times.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=5","For time:
 135-lb. thrusters, 10 reps
 50 double-unders
 135-lb. thrusters, 8 reps
 40 double-unders
 135-lb. thrusters, 6 reps
 30 double-unders
 135-lb. thrusters, 4 reps
 20 double-unders
 135-lb. thrusters, 2 reps
 10 double-unders; Post time to comments.; Compare to 080531."
"https://www.crossfit.com/workout/?page=5","10 rounds for time of:
 3 weighted pull-ups, 45 lb.
 5 strict pull-ups
 7 kipping pull-ups; For weighted pull-ups, place a 45-lb. dumbbell between the legs above crossed ankles and jettison the dumbbell after third rep. Then continue with strict pull-ups and kipping pull-ups. Coming off the bar or going to ground constitutes termination of a set.; Post time and number of sets to completion.; Compare to 140620."
"https://www.crossfit.com/workout/?page=5","Shoulder press 1-1-1-1-1 reps
 Push press 3-3-3-3-3 reps
 Push jerk 5-5-5-5-5 reps; Post loads to comments.; Compare to 160609."
"https://www.crossfit.com/workout/?page=5","Rest Day; ""Cheyenne Police Department creates position to address recruiting issues,"" Wyoming Tribune Eagle.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=5","Johnson; Complete as many rounds in 20 minutes as you can of:
 245-lb. deadlifts, 9 reps
 8 muscle-ups
 155-lb. squat cleans, 9 reps; Post rounds completed to comments.; Compare to 100709."
"https://www.crossfit.com/workout/?page=5","5 rounds for time of:
 12 left-arm kettlebell snatches, 1.5 pood
 12 right-arm kettlebell snatches, 1.5 pood
 15-ft. rope climbs, 3 ascents
 250-m row
 Rest 3 minutes; Post time to comments."
"https://www.crossfit.com/workout/?page=5","For time:
 30 wall-ball shots, 30-lb. ball
 Run 1 mile
 30 wall-ball shots, 30-lb. ball; Post time to comments."
"https://www.crossfit.com/workout/?page=5","Rest Day; ""Coke targets 'foodies' as more people move away from sodas,"" AP News.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=5","For time:
 20-calorie bike
 165-lb. clean and jerks, 20 reps
 20-calorie bike; If you don’t have an indoor bike, use a rower.; Post time to comments."
"https://www.crossfit.com/workout/?page=5","Back squat 3-3-3-3 reps
 Thruster 3-3-3-3 reps
 4 attempts at a max L-sit hold for time; Post loads and time in L-sit holds to comments."
"https://www.crossfit.com/workout/?page=5","3 rounds for time of:
 Run 400 meters
 15 pull-ups
 50 squats
 15 pull-ups; Compare to 101208."
"https://www.crossfit.com/workout/?page=5","Rest Day; ""Life Expectancy In U.S. Drops For First Time In Decades, Report Finds,"" NPR.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=5","Elizabeth; 21-15-9 reps for time of:
 135-lb. cleans
 Ring dips; Post time to comments.; Compare to 160728."
"https://www.crossfit.com/workout/?page=5","Hang power snatch 3-3-3-3-3 reps; Post loads to comments.; Compare to 150224."
"https://www.crossfit.com/workout/?page=5","21-18-15-12-9-6-3 reps for time of:
 GHD sit-ups
 95-lb. shoulder presses; Post time to comments."
"https://www.crossfit.com/workout/?page=5","Rest Day; ""Nearly half of America’s overweight people don’t realize they’re overweight,"" The Washington Post.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=5","Complete as many rounds as possible in 20 minutes of:
 10 chest-to-bar pull-ups
 20 one-legged squats, alternating
 10 box jumps, 36-in. box; Post rounds completed to comments."
"https://www.crossfit.com/workout/?page=5","Deadlift 1-1-1-1-1-1-1 reps; Post loads to comments.; Compare to 160408."
"https://www.crossfit.com/workout/?page=5","Manuel; 5 rounds of:
 3 minutes of rope climbs
 2 minutes of squats
 2 minutes of push-ups
 3 minutes to run 400 meters; Wear a weight vest or body armor. After the run, rest for the remainder of the 3 minutes before beginning the next round.; Post reps completed to comments."
"https://www.crossfit.com/workout/?page=5","Rest Day; ""Use of statins increases risk of developing diabetes by 46 percent,"" Science Daily.; Post thoughts to comments."
"https://www.crossfit.com/workout/?page=5","50-40-30-20-10 reps for time of:
 GHD sit-ups
 2-pood kettlebell swings; Post time to comments.; Compare to 140516."
